age,season,potential,transfer_no,apearance,goal,assist,yellow,yellow2,red,foot,height,position,mv
16,16,80.86,2,66,40,14,2,0,2,right,180,Forward - Right Winger,4500000
15,15,80.86,1,4,0,2,0,0,0,right,180,Forward - Right Winger,4500000
18,14,80.86,4,35,4,5,0,0,0,right,185,Midfielder - Central Midfield,45000000
16,12,80.86,3,28,15,14,0,0,0,right,185,Midfielder - Central Midfield,45000000
15,11,80.86,2,25,14,0,0,0,0,right,185,Midfielder - Central Midfield,45000000
21,20,80.86,4,4,1,0,1,0,0,right,187,Defender - Centre-Back,6750000
20,19,80.86,3,16,0,0,3,0,0,right,187,Defender - Centre-Back,6480000
19,18,80.86,2,9,1,0,2,0,0,right,187,Defender - Centre-Back,2250000
25,10,80.86,4,41,0,8,2,0,0,right,184,Defender - Right-Back,1800000
22,7,80.86,3,26,1,4,1,0,0,right,184,Defender - Right-Back,2250000
19,4,80.86,2,11,2,1,1,0,0,right,184,Defender - Right-Back,1170000
17,13,80.86,3,11,1,3,3,0,0,right,178,Midfielder - Central Midfield,13500000
15,11,80.86,2,21,0,1,1,0,0,right,178,Midfielder - Central Midfield,13500000
20,15,80.86,3,15,0,0,3,0,0,right,187,Defender - Centre-Back,4500000
19,14,80.86,2,35,1,2,4,0,0,right,187,Defender - Centre-Back,225000
18,13,80.86,1,20,0,0,1,1,0,right,187,Defender - Centre-Back,225000
19,20,80.86,5,6,0,0,0,0,0,right,187,Midfielder - Attacking Midfield,720000
17,18,80.86,4,35,8,12,4,0,0,right,187,Midfielder - Attacking Midfield,720000
16,17,80.86,3,26,11,21,2,1,0,right,187,Midfielder - Attacking Midfield,720000
15,16,80.86,2,14,2,4,0,0,0,right,187,Midfielder - Attacking Midfield,720000
19,7,80.86,4,26,0,0,2,0,0,left,180,Defender - Left-Back,45000
17,5,80.86,3,22,1,0,4,0,0,left,180,Defender - Left-Back,45000
20,9,80.86,6,35,8,4,0,0,0,right,180,Midfielder - Attacking Midfield,18000000
19,8,80.86,5,28,4,3,4,0,0,right,180,Midfielder - Attacking Midfield,900000
17,6,80.86,4,26,12,0,4,0,0,right,180,Midfielder - Attacking Midfield,45000
24,16,80.86,7,16,2,2,2,0,0,right,176,Midfielder - Attacking Midfield,9450000
21,13,80.86,6,45,15,13,0,0,0,right,176,Midfielder - Attacking Midfield,31500000
18,10,80.86,5,41,8,16,1,0,0,right,176,Midfielder - Attacking Midfield,40500000
16,8,80.86,4,18,11,7,4,0,0,right,176,Midfielder - Attacking Midfield,900000
15,7,80.86,3,22,9,2,0,0,0,right,176,Midfielder - Attacking Midfield,900000
17,17,80.86,2,5,0,3,1,0,0,right,173,Defender - Right-Back,270000
27,16,80.86,7,42,3,3,6,0,0,right,191,Defender - Centre-Back,31500000
20,9,80.86,6,33,5,3,5,0,0,right,191,Defender - Centre-Back,34200000
19,8,80.86,5,14,1,0,3,0,0,right,191,Defender - Centre-Back,3600000
18,7,80.86,4,26,3,0,2,0,0,right,191,Defender - Centre-Back,225000
17,6,80.86,3,33,2,0,4,0,0,right,191,Defender - Centre-Back,135000
16,5,80.86,2,28,7,0,2,0,0,right,191,Defender - Centre-Back,45000
24,17,80.86,6,34,2,4,4,0,0,left,180,Defender - Left-Back,22500000
22,15,80.86,5,4,0,1,0,0,0,left,180,Defender - Left-Back,1800000
17,10,80.86,4,31,0,5,4,0,0,left,180,Defender - Left-Back,3150000
16,9,80.86,3,30,9,6,7,0,0,left,180,Defender - Left-Back,3150000
15,8,80.86,2,23,0,0,1,0,0,left,180,Defender - Left-Back,3150000
19,13,80.86,3,34,0,1,1,0,0,left,170,Midfielder - Left Midfield,8100000
18,12,80.86,2,41,1,2,2,0,0,left,170,Midfielder - Left Midfield,1350000
26,17,80.86,3,36,3,6,6,0,0,left,182,Midfielder - Central Midfield,10800000
18,9,80.86,2,12,1,0,1,0,0,left,182,Midfielder - Central Midfield,3150000
22,15,80.86,6,72,12,12,8,0,0,right,175,Forward - Left Winger,34200000
21,14,80.86,5,82,10,20,6,0,0,right,175,Forward - Left Winger,9000000
19,12,80.86,4,76,8,20,4,0,0,right,175,Forward - Left Winger,9000000
18,11,80.86,3,30,0,2,2,0,0,right,175,Forward - Left Winger,450000
17,10,80.86,2,0,0,0,0,0,0,right,175,Forward - Left Winger,450000
21,14,80.86,3,35,3,9,7,0,0,right,181,Forward - Centre-Forward,16200000
19,12,80.86,2,3,0,0,0,0,0,right,181,Forward - Centre-Forward,750000
18,11,80.86,1,0,0,0,0,0,0,right,181,Forward - Centre-Forward,675000
19,16,80.86,5,10,3,2,0,0,0,right,187,Forward - Centre-Forward,12600000
17,14,80.86,4,42,17,13,6,0,0,right,187,Forward - Centre-Forward,18000000
16,13,80.86,3,34,8,0,6,1,0,right,187,Forward - Centre-Forward,90000
15,12,80.86,2,0,0,0,0,0,0,right,187,Forward - Centre-Forward,90000
24,15,80.86,7,44,0,3,5,0,0,right,191,Midfielder - Defensive Midfield,10800000
22,13,80.86,6,34,3,1,9,0,0,right,191,Midfielder - Defensive Midfield,10800000
20,11,80.86,5,35,1,2,9,0,0,right,191,Midfielder - Defensive Midfield,1350000
19,10,80.86,4,26,0,1,4,0,1,right,191,Midfielder - Defensive Midfield,67500
17,8,80.86,3,25,3,0,6,0,0,right,191,Midfielder - Defensive Midfield,45000
18,15,80.86,2,66,2,4,8,2,0,right,190,Midfielder - Defensive Midfield,3600000
17,14,80.86,1,38,6,0,6,0,0,right,190,Midfielder - Defensive Midfield,90000
26,14,80.86,8,34,1,8,0,0,0,right,183,Forward - Left Winger,1440000
23,11,80.86,7,33,3,8,0,0,0,right,183,Forward - Left Winger,3600000
21,9,80.86,6,11,1,0,1,0,0,right,183,Forward - Left Winger,1130000
18,6,80.86,5,33,0,3,2,0,0,right,183,Forward - Left Winger,900000
17,5,80.86,4,29,0,0,0,0,0,right,183,Forward - Left Winger,90000
16,4,80.86,3,27,1,0,2,0,0,right,183,Forward - Left Winger,90000
20,17,80.86,5,29,6,3,6,0,0,right,183,Midfielder - Central Midfield,2700000
19,16,80.86,4,21,2,1,7,0,0,right,183,Midfielder - Central Midfield,225000
17,14,80.86,3,9,0,0,1,0,0,right,183,Midfielder - Central Midfield,225000
15,12,80.86,2,2,0,0,0,0,0,right,183,Midfielder - Central Midfield,225000
23,11,80.86,3,14,2,1,0,0,0,left,171,Forward - Right Winger,3600000
21,9,80.86,2,37,7,13,3,0,1,left,171,Forward - Right Winger,1800000
19,7,80.86,1,20,3,3,2,0,0,left,171,Forward - Right Winger,113000
23,15,80.86,7,22,2,4,0,0,0,right,176,Midfielder - Central Midfield,3600000
22,14,80.86,6,13,3,0,1,0,0,right,176,Midfielder - Central Midfield,3600000
21,13,80.86,5,40,3,10,2,0,0,right,176,Midfielder - Central Midfield,3600000
19,11,80.86,4,35,10,11,4,0,0,right,176,Midfielder - Central Midfield,450000
17,9,80.86,3,25,8,0,4,0,0,right,176,Midfielder - Central Midfield,45000
21,20,80.86,4,7,0,0,0,0,0,left,183,Forward - Left Winger,1170000
19,18,80.86,3,22,1,2,1,0,0,left,183,Forward - Left Winger,1170000
18,17,80.86,2,32,9,8,3,0,0,left,183,Forward - Left Winger,1170000
16,15,80.86,1,3,1,1,0,0,0,left,183,Forward - Left Winger,1170000
22,10,80.86,5,34,2,5,7,0,0,right,181,Forward - Second Striker,7650000
19,7,80.86,4,28,4,1,10,0,0,right,181,Forward - Second Striker,1580000
17,5,80.86,3,24,5,0,6,0,0,right,181,Forward - Second Striker,1580000
19,16,80.86,3,23,2,4,4,0,0,left,181,Midfielder - Central Midfield,1125000
18,15,80.86,2,34,2,5,6,0,0,left,181,Midfielder - Central Midfield,450000
17,15,80.86,4,7,1,1,2,0,0,left,183,Defender - Centre-Back,450000
16,14,80.86,3,2,0,0,0,0,0,left,183,Defender - Centre-Back,450000
20,17,80.86,4,34,4,3,2,0,0,right,192,Forward - Left Winger,8100000
18,15,80.86,3,19,0,1,3,0,0,right,192,Forward - Left Winger,540000
20,14,80.86,5,22,0,1,1,0,0,right,191,Defender - Centre-Back,13500000
18,12,80.86,4,26,1,1,4,0,0,right,191,Defender - Centre-Back,10800000
16,10,80.86,3,33,16,0,1,0,0,right,191,Defender - Centre-Back,180000
15,9,80.86,2,12,2,0,1,0,0,right,191,Defender - Centre-Back,180000
18,14,80.86,3,29,1,3,3,0,0,right,189,Defender - Centre-Back,3600000
17,13,80.86,2,20,0,1,3,0,0,right,189,Defender - Centre-Back,3600000
16,12,80.86,1,20,0,0,0,0,0,right,189,Defender - Centre-Back,3600000
21,6,80.86,2,26,0,0,3,0,0,left,181,Defender - Left-Back,2700000
20,5,80.86,1,4,1,0,0,0,0,left,181,Defender - Left-Back,608000
17,8,80.86,3,26,12,0,2,0,0,right,179,Forward - Right Winger,2700000
28,13,80.86,7,35,14,8,1,0,0,right,174,Forward - Second Striker,1080000
27,12,80.86,6,29,3,8,0,0,0,right,174,Forward - Second Striker,7200000
23,8,80.86,5,43,8,7,3,0,0,right,174,Forward - Second Striker,8100000
21,6,80.86,4,38,16,4,6,0,1,right,174,Forward - Second Striker,3600000
20,5,80.86,3,40,22,12,3,0,0,right,174,Forward - Second Striker,1980000
18,3,80.86,2,30,15,0,6,1,0,right,174,Forward - Second Striker,1980000
21,16,80.86,5,27,0,0,5,0,2,left,186,Defender - Left-Back,7200000
20,15,80.86,4,25,2,0,7,0,0,left,186,Defender - Left-Back,1800000
19,14,80.86,3,29,2,0,6,1,1,left,186,Defender - Left-Back,900000
23,15,80.86,8,28,2,3,3,0,0,right,175,Defender - Right-Back,11250000
22,14,80.86,7,36,1,3,11,0,0,right,175,Defender - Right-Back,585000
20,12,80.86,6,2,0,1,0,0,0,right,175,Defender - Right-Back,225000
19,11,80.86,5,26,3,0,3,0,1,right,175,Defender - Right-Back,135000
18,10,80.86,4,0,0,0,0,0,0,right,175,Defender - Right-Back,135000
26,16,80.86,8,37,0,2,7,1,0,right,188,Midfielder - Defensive Midfield,3150000
23,13,80.86,7,33,1,1,4,0,0,right,188,Midfielder - Defensive Midfield,1800000
22,12,80.86,6,25,1,3,5,0,0,right,188,Midfielder - Defensive Midfield,675000
21,11,80.86,5,28,5,2,6,0,0,right,188,Midfielder - Defensive Midfield,225000
19,9,80.86,4,28,1,1,3,0,0,right,188,Midfielder - Defensive Midfield,113000
17,7,80.86,3,17,0,0,4,0,0,right,188,Midfielder - Defensive Midfield,113000
17,7,80.86,4,18,1,0,5,0,0,right,177,Defender - Centre-Back,450000
16,6,80.86,3,1,0,0,0,0,0,right,177,Defender - Centre-Back,450000
18,17,80.86,4,32,11,4,0,0,0,right,185,Midfielder - Attacking Midfield,180000
17,16,80.86,3,25,7,19,0,0,0,right,185,Midfielder - Attacking Midfield,180000
16,15,80.86,2,26,10,8,2,0,0,right,185,Midfielder - Attacking Midfield,180000
16,16,80.86,1,30,4,2,2,0,0,left,181,Defender - Left-Back,9000000
22,18,80.86,3,22,1,9,2,0,0,right,176,Defender - Right-Back,16200000
21,17,80.86,2,41,1,4,2,1,0,right,176,Defender - Right-Back,22500000
18,14,80.86,1,27,1,0,4,0,0,right,176,Defender - Right-Back,270000
20,16,80.86,3,21,1,2,4,0,0,right,186,Defender - Right-Back,27000000
19,15,80.86,2,17,0,0,4,0,0,right,186,Defender - Right-Back,720000
18,14,80.86,1,8,0,0,2,0,0,right,186,Defender - Right-Back,720000
20,14,80.86,2,43,7,3,1,0,0,right,181,Midfielder - Central Midfield,19800000
18,10,80.86,5,62,4,6,6,0,0,left,180,Defender - Centre-Back,3150000
17,9,80.86,4,58,2,20,0,0,0,left,180,Defender - Centre-Back,900000
16,8,80.86,3,50,14,0,2,0,2,left,180,Defender - Centre-Back,180000
15,7,80.86,2,10,0,0,0,0,0,left,180,Defender - Centre-Back,180000
19,19,80.86,4,12,3,1,2,0,0,right,184,Forward - Centre-Forward,1800000
17,17,80.86,3,23,9,1,1,0,0,right,184,Forward - Centre-Forward,3600000
15,15,80.86,2,24,11,2,5,0,0,right,184,Forward - Centre-Forward,270000
30,19,80.86,8,70,16,20,4,0,0,both,187,Forward - Left Winger,15750000
26,15,80.86,7,82,20,12,14,0,0,both,187,Forward - Left Winger,27000000
24,13,80.86,6,76,22,14,10,0,0,both,187,Forward - Left Winger,11700000
22,11,80.86,5,82,18,12,4,2,0,both,187,Forward - Left Winger,6300000
20,9,80.86,4,86,26,26,18,0,0,both,187,Forward - Left Winger,5400000
19,8,80.86,3,40,16,4,10,0,0,both,187,Forward - Left Winger,510000
18,6,80.86,2,35,3,0,7,0,0,right,192,Midfielder - Defensive Midfield,27000000
22,10,80.86,6,24,0,0,1,0,0,right,192,Defender - Centre-Back,13500000
19,7,80.86,5,37,0,2,6,0,0,right,192,Defender - Centre-Back,13500000
18,6,80.86,4,26,0,0,6,0,0,right,192,Defender - Centre-Back,416500
17,5,80.86,3,24,4,0,5,0,1,right,192,Defender - Centre-Back,158000
18,13,80.86,4,56,4,4,16,0,0,right,176,Midfielder - Defensive Midfield,4500000
17,12,80.86,3,42,6,10,6,0,2,right,176,Midfielder - Defensive Midfield,4500000
15,10,80.86,2,18,0,2,0,0,0,right,176,Midfielder - Defensive Midfield,4500000
18,19,80.86,5,34,12,6,3,1,0,right,193,Forward - Centre-Forward,5670000
17,18,80.86,4,34,22,9,2,0,1,right,193,Forward - Centre-Forward,5670000
16,17,80.86,3,21,16,9,1,0,1,right,193,Forward - Centre-Forward,5670000
15,16,80.86,2,6,1,1,0,0,0,right,193,Forward - Centre-Forward,5670000
19,15,80.86,4,37,6,12,1,0,0,right,179,Forward - Left Winger,18000000
18,14,80.86,3,20,1,2,0,0,0,right,179,Forward - Left Winger,3150000
17,13,80.86,2,9,1,0,0,0,0,right,179,Forward - Left Winger,675000
18,13,80.86,5,32,5,1,1,0,0,right,189,Midfielder - Central Midfield,36000000
17,12,80.86,4,36,4,8,1,0,0,right,189,Midfielder - Central Midfield,4050000
16,11,80.86,3,22,17,2,1,0,0,right,189,Midfielder - Central Midfield,4050000
15,10,80.86,2,23,11,3,0,0,0,right,189,Midfielder - Central Midfield,4050000
19,15,80.86,5,42,2,2,4,0,0,left,182,Defender - Left-Back,63000000
18,14,80.86,4,56,2,0,8,0,0,left,182,Defender - Left-Back,63000000
20,20,80.86,6,7,0,1,1,0,0,right,190,Defender - Centre-Back,1620000
19,19,80.86,5,26,1,1,4,0,0,right,190,Defender - Centre-Back,1620000
18,18,80.86,4,35,4,1,5,0,0,right,190,Defender - Centre-Back,540000
17,17,80.86,3,34,1,2,3,0,0,right,190,Defender - Centre-Back,540000
15,15,80.86,2,25,1,1,6,0,0,right,190,Defender - Centre-Back,540000
18,13,80.86,6,30,5,0,3,0,0,right,195,Defender - Centre-Back,22500000
17,12,80.86,5,30,4,0,5,0,0,right,195,Defender - Centre-Back,270000
16,11,80.86,4,22,0,1,4,0,0,right,195,Defender - Centre-Back,270000
23,17,80.86,7,34,21,9,0,0,0,left,188,Forward - Centre-Forward,720000
22,16,80.86,6,40,14,8,5,0,0,left,188,Forward - Centre-Forward,405000
21,15,80.86,5,35,25,8,2,0,0,left,188,Forward - Centre-Forward,135000
19,13,80.86,4,31,9,4,1,0,0,left,188,Forward - Centre-Forward,68000
17,11,80.86,3,24,4,0,0,0,0,left,188,Forward - Centre-Forward,68000
19,20,80.86,4,7,1,3,1,0,0,right,178,Forward - Left Winger,1350000
18,19,80.86,3,35,19,8,1,0,0,right,178,Forward - Left Winger,1350000
16,17,80.86,2,41,33,19,0,0,0,right,178,Forward - Left Winger,1350000
15,16,80.86,1,27,8,11,4,0,0,right,178,Forward - Left Winger,1350000
27,19,80.86,6,76,22,18,0,0,0,right,172,Midfielder - Attacking Midfield,50400000
26,18,80.86,5,108,22,10,4,0,0,right,172,Midfielder - Attacking Midfield,81000000
21,13,80.86,4,74,10,16,4,0,0,right,172,Midfielder - Attacking Midfield,81000000
20,12,80.86,3,64,12,16,4,0,0,right,172,Midfielder - Attacking Midfield,8100000
18,10,80.86,2,54,4,8,2,0,0,right,172,Midfielder - Attacking Midfield,6750000
22,10,80.86,4,43,9,4,5,0,0,right,184,Forward - Centre-Forward,45000000
20,8,80.86,3,48,20,12,3,0,0,right,184,Forward - Centre-Forward,4050000
21,20,80.86,4,6,0,0,0,0,0,left,175,Midfielder - Attacking Midfield,1350000
20,19,80.86,3,24,7,7,5,0,1,left,175,Midfielder - Attacking Midfield,1350000
18,17,80.86,2,19,8,2,5,0,0,left,175,Midfielder - Attacking Midfield,675000
16,15,80.86,1,12,1,6,4,0,0,left,175,Midfielder - Attacking Midfield,180000
22,17,80.86,8,27,10,8,1,0,0,right,175,Forward - Right Winger,18000000
21,16,80.86,7,27,11,2,1,0,0,right,175,Forward - Right Winger,13500000
20,15,80.86,6,12,2,1,0,0,0,right,175,Forward - Right Winger,2700000
18,13,80.86,5,19,7,4,0,0,0,right,175,Forward - Right Winger,3150000
16,11,80.86,4,6,2,2,0,0,0,right,175,Forward - Right Winger,3150000
15,10,80.86,3,12,3,1,0,0,0,right,175,Forward - Right Winger,3150000
22,13,80.86,16,75,9,15,6,0,0,right,174,Midfielder - Central Midfield,43200000
22,13,80.86,16,75,9,15,6,0,0,both,177,Midfielder - Attacking Midfield,43200000
22,13,80.86,16,75,9,15,6,0,0,right,184,Forward - Centre-Forward,43200000
22,19,77.85,15,192,19,11,45,0,0,right,174,Midfielder - Central Midfield,19800000
22,19,77.85,15,192,19,11,45,0,0,both,177,Midfielder - Attacking Midfield,19800000
22,19,77.85,15,192,19,11,45,0,0,right,184,Forward - Centre-Forward,19800000
22,15,77.26,14,151,16,24,9,0,0,right,174,Midfielder - Central Midfield,675000
22,15,77.26,14,151,16,24,9,0,0,both,177,Midfielder - Attacking Midfield,675000
22,15,77.26,14,151,16,24,9,0,0,right,184,Forward - Centre-Forward,675000
23,15,77.26,6,151,16,24,9,0,0,right,174,Midfielder - Central Midfield,675000
23,15,77.26,6,151,16,24,9,0,0,both,177,Midfielder - Attacking Midfield,675000
23,15,77.26,6,151,16,24,9,0,0,right,184,Forward - Centre-Forward,675000
22,14,77.26,13,39,6,3,6,0,0,right,174,Midfielder - Central Midfield,675000
22,14,77.26,13,39,6,3,6,0,0,both,177,Midfielder - Attacking Midfield,675000
22,14,77.26,13,39,6,3,6,0,0,right,184,Forward - Centre-Forward,675000
21,14,77.26,4,39,6,3,6,0,0,right,174,Midfielder - Central Midfield,675000
21,14,77.26,4,39,6,3,6,0,0,both,177,Midfielder - Attacking Midfield,675000
21,14,77.26,4,39,6,3,6,0,0,right,184,Forward - Centre-Forward,675000
20,11,80.86,12,135,12,24,12,3,0,right,174,Midfielder - Central Midfield,675000
20,11,80.86,12,135,12,24,12,3,0,both,177,Midfielder - Attacking Midfield,675000
20,11,80.86,12,135,12,24,12,3,0,right,184,Forward - Centre-Forward,675000
18,11,77.26,1,135,12,24,12,3,0,right,174,Midfielder - Central Midfield,315000
18,11,77.26,1,135,12,24,12,3,0,both,177,Midfielder - Attacking Midfield,315000
18,11,77.26,1,135,12,24,12,3,0,right,184,Forward - Centre-Forward,315000
17,8,80.86,11,78,0,0,9,0,0,right,174,Midfielder - Central Midfield,4500000
17,8,80.86,11,78,0,0,9,0,0,both,177,Midfielder - Attacking Midfield,4500000
17,8,80.86,11,78,0,0,9,0,0,right,184,Forward - Centre-Forward,4500000
23,20,77.85,8,19,6,0,4,0,0,right,174,Midfielder - Central Midfield,675000
23,20,77.85,8,19,6,0,4,0,0,both,177,Midfielder - Attacking Midfield,675000
23,20,77.85,8,19,6,0,4,0,0,right,184,Forward - Centre-Forward,675000
23,16,77.26,7,146,28,28,17,0,0,right,174,Midfielder - Central Midfield,675000
23,16,77.26,7,146,28,28,17,0,0,both,177,Midfielder - Attacking Midfield,675000
23,16,77.26,7,146,28,28,17,0,0,right,184,Forward - Centre-Forward,675000
21,18,77.85,5,137,12,25,20,0,0,right,174,Midfielder - Central Midfield,675000
21,18,77.85,5,137,12,25,20,0,0,both,177,Midfielder - Attacking Midfield,675000
21,18,77.85,5,137,12,25,20,0,0,right,184,Forward - Centre-Forward,675000
25,18,77.26,3,137,12,25,20,0,0,right,174,Midfielder - Central Midfield,675000
25,18,77.26,3,137,12,25,20,0,0,both,177,Midfielder - Attacking Midfield,675000
25,18,77.26,3,137,12,25,20,0,0,right,184,Forward - Centre-Forward,675000
24,17,77.26,2,135,38,20,27,0,0,right,174,Midfielder - Central Midfield,630000
24,17,77.26,2,135,38,20,27,0,0,both,177,Midfielder - Attacking Midfield,630000
24,17,77.26,2,135,38,20,27,0,0,right,184,Forward - Centre-Forward,630000
19,8,80.86,4,37,16,1,1,0,0,right,186,Forward - Second Striker,675000
17,6,80.86,3,27,8,0,1,0,0,right,186,Forward - Second Striker,675000
20,5,80.86,2,29,4,1,4,0,1,right,184,Midfielder - Defensive Midfield,720000
23,13,80.86,4,34,1,2,5,0,1,right,183,Midfielder - Central Midfield,900000
21,11,80.86,3,26,1,2,12,0,0,right,183,Midfielder - Central Midfield,450000
19,9,80.86,2,26,4,3,5,0,0,right,183,Midfielder - Central Midfield,135000
17,7,80.86,1,15,1,0,6,1,0,right,183,Midfielder - Central Midfield,45000
20,13,80.86,4,24,0,1,2,0,1,right,188,Defender - Centre-Back,600000
17,10,80.86,3,18,6,1,9,1,0,right,188,Defender - Centre-Back,720000
16,9,80.86,2,20,2,0,6,0,0,right,188,Defender - Centre-Back,720000
15,8,80.86,1,23,5,0,8,0,0,right,188,Defender - Centre-Back,720000
20,18,80.86,6,16,1,0,0,0,0,right,188,Midfielder - Attacking Midfield,1170000
18,16,80.86,5,27,4,4,3,1,0,right,188,Midfielder - Attacking Midfield,1800000
17,15,80.86,4,19,1,0,2,0,0,right,188,Midfielder - Attacking Midfield,90000
15,13,80.86,3,9,1,0,0,0,0,right,188,Midfielder - Attacking Midfield,90000
23,20,80.86,6,11,0,1,3,0,0,right,172,Forward - Right Winger,1440000
22,19,80.86,5,10,0,1,5,0,0,right,172,Forward - Right Winger,1440000
21,18,80.86,4,36,11,7,9,0,0,right,172,Forward - Right Winger,2250000
21,17,80.86,3,12,3,0,1,0,1,right,172,Forward - Right Winger,360000
20,17,80.86,2,12,3,0,1,0,1,right,172,Forward - Right Winger,270000
19,16,80.86,1,3,0,1,1,1,0,right,172,Forward - Right Winger,270000
23,19,80.86,5,21,0,0,4,0,0,right,186,Forward - Centre-Forward,6750000
22,19,80.86,4,21,0,0,4,0,0,right,186,Forward - Centre-Forward,6750000
20,17,80.86,3,24,8,3,0,0,0,right,186,Forward - Centre-Forward,5850000
16,13,80.86,2,13,2,4,2,0,0,right,186,Forward - Centre-Forward,3150000
28,18,80.86,6,1,0,0,0,0,0,left,177,Defender - Left-Back,428000
24,14,80.86,5,28,1,2,8,0,0,left,177,Defender - Left-Back,1350000
20,10,80.86,4,27,0,5,4,0,0,left,177,Defender - Left-Back,1800000
19,9,80.86,3,30,0,2,3,0,0,left,177,Defender - Left-Back,180000
17,7,80.86,2,16,2,0,0,0,0,left,177,Defender - Left-Back,180000
25,19,80.86,11,37,6,6,4,0,0,right,175,Midfielder - Left Midfield,4050000
24,18,80.86,10,21,1,3,2,1,0,right,175,Midfielder - Left Midfield,2700000
23,17,80.86,9,20,2,6,1,0,0,right,175,Midfielder - Left Midfield,675000
22,16,80.86,8,40,8,9,2,0,0,right,175,Midfielder - Left Midfield,585000
21,15,80.86,7,20,4,0,1,0,0,right,175,Midfielder - Left Midfield,247500
20,14,80.86,6,15,2,1,0,0,0,right,175,Midfielder - Left Midfield,270000
19,13,80.86,5,32,18,5,4,0,0,right,175,Midfielder - Left Midfield,68000
16,10,80.86,3,14,0,0,1,0,0,right,175,Midfielder - Left Midfield,23000
23,17,80.86,6,31,1,4,4,0,0,right,172,Defender - Right-Back,1130000
22,16,80.86,5,18,0,1,0,0,0,right,172,Defender - Right-Back,1130000
19,13,80.86,4,30,1,2,4,0,0,right,172,Defender - Right-Back,1800000
18,12,80.86,3,36,0,0,4,0,0,right,172,Defender - Right-Back,90000
16,10,80.86,2,26,0,0,2,0,0,right,172,Defender - Right-Back,90000
15,9,80.86,1,21,0,0,2,0,0,right,172,Defender - Right-Back,90000
21,16,80.86,4,24,1,1,9,1,0,right,185,Defender - Centre-Back,6300000
